PolicyID,Province,PostalCode,ZipCode,Gender,Age,VehicleType,VehicleMake,VehicleYear,CoverType,TotalPremium,TotalClaims,CustomValueEstimate,TransactionMonth,TransactionDate,LossRatio,HasClaim,VehicleAge,ClaimFrequency
POL1001669,Quebec,J9A,77844,Female,46.8,Sedan,Honda,2011,Deluxe,1227.24,0.0,3238.73,2022-08,2022-08-08,0.0,0,12,0
POL1001670,Nova Scotia,E4A,49365,Other,43.5,Hatchback,Nissan,2017,Premium,609.98,0.0,2857.28,2022-01,2022-01-31,0.0,0,6,0
POL1001671,Ontario,H3K,12844,Male,55.9,SUV,BMW,2010,Basic,816.5,0.0,4484.32,2022-07,2022-07-14,0.0,0,13,0
POL1001672,Ontario,Y4R,77013,Male,18.2,Sedan,Kia,2017,Premium,1837.7,0.0,2768.5,2022-06,2022-06-14,0.0,0,6,0
POL1001673,Saskatchewan,R9S,30278,Female,43.8,Sedan,Nissan,2010,Premium,711.13,0.0,2976.21,2023-04,2023-04-19,0.0,0,13,0
POL1001674,British Columbia,D0O,56616,Male,65.4,SUV,Chevrolet,2013,Basic,985.78,0.0,3034.63,2023-05,2023-05-06,0.0,0,10,0
POL1001675,Ontario,E2I,58114,Male,36.7,Convertible,Mazda,2010,Basic,1121.1,0.0,3286.27,2023-04,2023-04-07,0.0,0,13,0
POL1001676,British Columbia,S3H,43586,Male,28.4,Hatchback,Hyundai,2020,Basic,777.09,0.0,12379.03,2022-09,2022-09-23,0.0,0,3,0
POL1001677,Alberta,Z4C,84774,Female,37.4,SUV,Chevrolet,2016,Basic,832.67,0.0,4062.56,2022-10,2022-10-18,0.0,0,7,0
POL1001678,Alberta,M9G,20118,Female,23.8,Sedan,Ford,2011,Basic,1020.0,0.0,3200.3,2023-07,2023-07-01,0.0,0,12,0
POL1001679,Ontario,X5Z,73246,Male,46.9,Sedan,Nissan,2017,Premium,947.19,0.0,2733.14,2022-09,2022-09-20,0.0,0,6,0
POL1001680,Quebec,F7W,85527,Male,38.3,Van,Kia,2019,Deluxe,1481.6,0.0,7251.14,2022-12,2022-12-28,0.0,0,4,0
POL1001681,Quebec,D9U,49373,Female,38.1,Sedan,Toyota,2019,Basic,737.09,940.79,6919.93,2023-05,2023-05-08,1.2763570256006729,1,4,1
POL1001682,Ontario,B9M,20286,Female,67.2,Coupe,Mazda,2013,Basic,1013.42,0.0,3257.12,2022-12,2022-12-03,0.0,0,10,0
POL1001683,Ontario,Y0Y,53829,Female,33.9,SUV,Audi,2020,Basic,685.51,0.0,16059.32,2022-12,2022-12-02,0.0,0,3,0
POL1001684,British Columbia,L6N,25799,Female,38.8,Truck,Honda,2011,Deluxe,1569.94,2409.21,3011.51,2023-01,2023-01-28,1.5345873090691364,1,12,1
POL1001685,Alberta,Y3X,95561,Male,32.5,Hatchback,Chevrolet,2019,Premium,864.9,0.0,6688.24,2022-08,2022-08-26,0.0,0,4,0
POL1001686,Nova Scotia,T0U,92862,Male,39.9,Hatchback,Volkswagen,2012,Deluxe,901.41,0.0,3232.97,2022-03,2022-03-02,0.0,0,11,0
POL1001687,Quebec,M0J,78731,Female,25.2,Hatchback,Audi,2018,Basic,511.43,641.52,4015.62,2022-09,2022-09-10,1.2543652112703596,1,5,1
POL1001688,Ontario,B5R,84044,Male,39.2,Coupe,Toyota,2020,Basic,1025.12,0.0,12826.62,2022-05,2022-05-31,0.0,0,3,0
POL1001689,Ontario,E5Q,38940,Female,19.3,Hatchback,Nissan,2016,Deluxe,1830.06,0.0,3508.6,2022-02,2022-02-11,0.0,0,7,0
POL1001690,Ontario,E0V,61495,Male,18.0,Truck,Kia,2015,Basic,1782.89,0.0,3592.26,2022-09,2022-09-14,0.0,0,8,0
POL1001691,Ontario,O9S,76155,Male,44.2,Sedan,Chevrolet,2016,Basic,768.97,0.0,3232.23,2023-01,2023-01-30,0.0,0,7,0
POL1001692,Nova Scotia,C3N,47982,Male,46.9,SUV,Toyota,2012,Basic,818.66,1510.14,3249.85,2023-01,2023-01-16,1.8446485720567758,1,11,1
POL1001693,Alberta,Z6E,27326,Male,35.8,SUV,Honda,2012,Basic,669.45,0.0,4012.58,2022-03,2022-03-25,0.0,0,11,0
POL1001694,Quebec,K1P,84899,Female,24.5,SUV,Audi,2010,Premium,1579.29,0.0,3202.13,2022-12,2022-12-31,0.0,0,13,0
POL1001695,Ontario,X0R,62322,Female,57.5,SUV,Hyundai,2018,Premium,981.34,5876.37,7345.46,2023-01,2023-01-02,5.9881080970917315,1,5,1
POL1001696,Quebec,I1M,75774,Male,39.7,Coupe,Hyundai,2018,Basic,889.52,3075.1,4296.36,2022-03,2022-03-22,3.4570330065653385,1,5,1
POL1001697,Quebec,N2Y,27677,Female,37.7,Sedan,Hyundai,2010,Premium,697.96,1963.19,2453.99,2023-06,2023-06-21,2.8127543125680554,1,13,1
POL1001698,Ontario,P8G,73944,Male,25.5,Sedan,Toyota,2012,Basic,877.84,0.0,2841.04,2022-04,2022-04-08,0.0,0,11,0
POL1001699,British Columbia,M9G,83553,Female,39.7,Coupe,Nissan,2022,Premium,1291.14,0.0,17990.7,2022-10,2022-10-12,0.0,0,1,0
POL1001700,Nova Scotia,T8H,41760,Male,48.8,SUV,Hyundai,2019,Basic,734.09,0.0,10517.86,2022-04,2022-04-03,0.0,0,4,0
POL1001701,Ontario,C4Y,66369,Female,41.1,Truck,Volkswagen,2016,Deluxe,1395.66,0.0,3093.08,2022-03,2022-03-24,0.0,0,7,0
POL1001702,Quebec,K9C,24749,Female,45.9,Hatchback,Mazda,2013,Premium,820.95,0.0,2703.7,2022-01,2022-01-22,0.0,0,10,0
POL1001703,Alberta,V6N,57876,Female,42.4,SUV,Volkswagen,2017,Premium,1065.06,2938.71,3673.39,2022-12,2022-12-26,2.759196664976621,1,6,1
POL1001704,Alberta,L3K,55157,Female,37.0,Van,BMW,2019,Basic,622.85,0.0,9086.31,2023-01,2023-01-16,0.0,0,4,0
POL1001705,Quebec,T0Y,49953,Female,32.6,SUV,Volkswagen,2014,Basic,814.39,0.0,4303.77,2022-03,2022-03-26,0.0,0,9,0
POL1001706,Alberta,F5T,67961,Male,49.9,Convertible,Mercedes,2013,Deluxe,1929.69,0.0,2476.47,2022-02,2022-02-02,0.0,0,10,0
POL1001707,Nova Scotia,T2O,15882,Female,48.0,SUV,Toyota,2011,Basic,668.47,1633.31,4401.8,2023-05,2023-05-03,2.4433557227699074,1,12,1
POL1001708,Ontario,H3V,58997,Male,23.4,Convertible,Nissan,2017,Premium,2650.85,0.0,3580.6,2022-12,2022-12-23,0.0,0,6,0
POL1001709,Ontario,E1D,17148,Male,32.8,SUV,Nissan,2012,Premium,1178.47,0.0,4347.1,2022-05,2022-05-26,0.0,0,11,0
POL1001710,Ontario,H9E,47707,Male,59.9,Truck,Honda,2012,Deluxe,1919.9,0.0,3691.05,2023-05,2023-05-02,0.0,0,11,0
POL1001711,British Columbia,A5W,24585,Female,40.5,Coupe,Nissan,2015,Premium,915.59,0.0,3575.9,2022-10,2022-10-08,0.0,0,8,0
POL1001712,Quebec,J7P,12981,Female,45.4,Coupe,Ford,2010,Basic,715.06,1960.26,2450.32,2023-02,2023-02-18,2.7413923307135066,1,13,1
POL1001713,Ontario,K3X,80517,Female,25.2,Sedan,Chevrolet,2014,Basic,630.67,0.0,2848.34,2022-01,2022-01-16,0.0,0,9,0
POL1001714,Quebec,G3R,78585,Male,30.1,Truck,Nissan,2015,Basic,821.88,1138.45,4070.84,2022-06,2022-06-15,1.3851778848493699,1,8,1
POL1001715,British Columbia,Y4R,73311,Female,35.1,Coupe,BMW,2011,Premium,1356.23,0.0,3559.95,2022-10,2022-10-18,0.0,0,12,0
POL1001716,Ontario,T2W,97590,Female,52.3,Sedan,Mercedes,2021,Deluxe,1136.37,0.0,13312.8,2022-10,2022-10-01,0.0,0,2,0
POL1001717,Ontario,A6S,96969,Female,26.8,SUV,Kia,2014,Basic,931.17,0.0,3246.41,2023-04,2023-04-24,0.0,0,9,0
POL1001718,New Brunswick,Q0I,32324,Female,25.0,SUV,Hyundai,2016,Premium,846.07,0.0,3673.7,2023-03,2023-03-28,0.0,0,7,0
POL1001719,British Columbia,B4G,90997,Male,38.4,SUV,Hyundai,2012,Premium,1006.49,0.0,3291.48,2022-02,2022-02-19,0.0,0,11,0
POL1001720,Ontario,I0O,95820,Male,52.8,Sedan,Mercedes,2015,Basic,792.58,0.0,2574.83,2022-09,2022-09-06,0.0,0,8,0
POL1001721,Quebec,A1M,96556,Male,47.2,Sedan,Honda,2022,Premium,980.21,0.0,15151.54,2023-04,2023-04-29,0.0,0,1,0
POL1001722,British Columbia,I5D,12500,Male,29.8,Sedan,Toyota,2021,Basic,717.07,0.0,14519.0,2022-03,2022-03-12,0.0,0,2,0
POL1001723,Saskatchewan,J6H,59899,Female,53.7,Coupe,Honda,2012,Basic,584.0,0.0,2641.56,2022-11,2022-11-20,0.0,0,11,0
POL1001724,British Columbia,Q1K,73525,Male,49.5,Truck,Volkswagen,2021,Basic,1010.84,0.0,17919.38,2023-02,2023-02-12,0.0,0,2,0
POL1001725,Saskatchewan,T8C,34434,Male,46.5,SUV,Kia,2017,Premium,687.75,0.0,3964.1,2023-05,2023-05-17,0.0,0,6,0
POL1001726,Ontario,G8O,83490,Female,48.3,Sedan,Honda,2016,Deluxe,1066.83,694.51,3013.23,2022-02,2022-02-04,0.651003440098235,1,7,1
POL1001727,Alberta,W0B,42426,Female,52.6,Sedan,Toyota,2014,Basic,637.57,0.0,2953.26,2022-10,2022-10-13,0.0,0,9,0
POL1001728,British Columbia,Q4K,74216,Male,42.9,SUV,Honda,2015,Premium,1002.03,2294.66,3364.13,2022-07,2022-07-21,2.290011277107472,1,8,1
POL1001729,Quebec,M2A,55453,Female,32.8,Sedan,Audi,2011,Deluxe,1026.7,0.0,2656.14,2023-05,2023-05-19,0.0,0,12,0
POL1001730,Ontario,V5L,91950,Female,59.7,Coupe,Ford,2014,Basic,887.56,0.0,2639.88,2022-10,2022-10-27,0.0,0,9,0
POL1001731,Ontario,J3Q,46159,Male,26.2,Hatchback,Mazda,2012,Basic,780.74,0.0,2866.09,2022-02,2022-02-08,0.0,0,11,0
POL1001732,British Columbia,Z0U,43774,Female,37.2,Coupe,Toyota,2020,Deluxe,1260.84,0.0,8933.22,2022-06,2022-06-20,0.0,0,3,0
POL1001733,Ontario,M0R,46725,Female,37.9,Sedan,Volkswagen,2012,Premium,1123.79,0.0,2475.76,2022-07,2022-07-14,0.0,0,11,0
POL1001734,Quebec,H2K,61491,Female,37.2,Van,Hyundai,2022,Basic,775.38,0.0,18467.36,2023-03,2023-03-04,0.0,0,1,0
POL1001735,New Brunswick,V2C,60096,Male,18.0,Truck,Volkswagen,2010,Premium,1510.47,0.0,3087.59,2022-07,2022-07-01,0.0,0,13,0
POL1001736,Ontario,Q9U,99983,Male,49.4,Coupe,Ford,2014,Basic,1015.65,0.0,3505.83,2023-01,2023-01-03,0.0,0,9,0
POL1001737,Ontario,H6H,85090,Male,62.9,Hatchback,Toyota,2013,Premium,1030.94,0.0,2849.5,2023-04,2023-04-24,0.0,0,10,0
POL1001738,Ontario,E6J,89346,Male,40.5,Truck,Kia,2013,Basic,1158.52,3110.93,3888.66,2023-06,2023-06-29,2.6852622311224663,1,10,1
POL1001739,Alberta,K7R,27271,Male,42.5,Hatchback,Mercedes,2018,Premium,732.14,0.0,5194.8,2023-01,2023-01-02,0.0,0,5,0
POL1001740,Ontario,G2S,80956,Female,29.5,Coupe,Kia,2016,Premium,1252.03,0.0,2520.38,2022-10,2022-10-12,0.0,0,7,0
POL1001741,Alberta,V3E,50501,Male,38.3,Sedan,Nissan,2016,Basic,790.57,0.0,3498.64,2022-05,2022-05-23,0.0,0,7,0
POL1001742,Quebec,W8E,66369,Male,32.2,Sedan,Mazda,2013,Premium,725.98,0.0,3445.36,2023-06,2023-06-19,0.0,0,10,0
POL1001743,Nova Scotia,Y2U,84035,Female,18.0,Sedan,Volkswagen,2021,Deluxe,1411.14,0.0,16603.22,2023-05,2023-05-11,0.0,0,2,0
POL1001744,Ontario,F5C,83051,Male,43.5,Sedan,Honda,2020,Premium,1112.82,0.0,12156.95,2023-05,2023-05-20,0.0,0,3,0
POL1001745,Ontario,R1F,51628,Female,55.8,Hatchback,Toyota,2013,Basic,872.8,0.0,3458.27,2022-05,2022-05-22,0.0,0,10,0
POL1001746,Alberta,E0Y,51771,Male,23.9,SUV,BMW,2022,Basic,1223.75,0.0,22499.21,2022-08,2022-08-30,0.0,0,1,0
POL1001747,British Columbia,N6J,68065,Male,38.1,Convertible,Audi,2012,Premium,1487.58,0.0,3431.64,2022-11,2022-11-01,0.0,0,11,0
POL1001748,Quebec,X4E,34632,Male,61.9,SUV,Toyota,2011,Deluxe,1420.44,0.0,3562.95,2022-10,2022-10-11,0.0,0,12,0
POL1001749,British Columbia,D2F,13433,Male,66.8,Truck,Mercedes,2013,Premium,1586.22,0.0,4220.32,2023-04,2023-04-14,0.0,0,10,0
POL1001750,Ontario,Y9T,44978,Female,41.0,Sedan,Ford,2014,Premium,964.29,0.0,2592.43,2023-04,2023-04-01,0.0,0,9,0
POL1001751,Ontario,T9T,40266,Male,23.4,Truck,Toyota,2011,Premium,2058.45,0.0,3407.83,2022-03,2022-03-11,0.0,0,12,0
POL1001752,Ontario,T3H,13418,Female,32.8,SUV,Toyota,2010,Premium,956.95,0.0,4435.58,2023-01,2023-01-06,0.0,0,13,0
POL1001753,Ontario,L1W,72469,Male,31.3,Sedan,Kia,2016,Premium,1164.78,0.0,3182.71,2022-07,2022-07-28,0.0,0,7,0
POL1001754,Ontario,E8T,71441,Female,43.9,Sedan,Hyundai,2018,Premium,1010.09,0.0,5432.45,2022-06,2022-06-11,0.0,0,5,0
POL1001755,British Columbia,W5F,60785,Male,51.4,Sedan,Kia,2011,Basic,737.5,1885.71,2825.6,2022-05,2022-05-24,2.5568949152542375,1,12,1
POL1001756,Ontario,P7E,31467,Male,44.1,Sedan,Honda,2012,Basic,724.6,0.0,2797.56,2023-01,2023-01-01,0.0,0,11,0
POL1001757,Ontario,G3B,63554,Female,60.1,Hatchback,Toyota,2016,Basic,855.35,0.0,3036.83,2022-04,2022-04-08,0.0,0,7,0
POL1001758,Quebec,Y0I,64138,Male,25.5,Hatchback,Chevrolet,2020,Deluxe,1105.56,0.0,10148.2,2022-12,2022-12-16,0.0,0,3,0
POL1001759,Quebec,H3Y,36812,Female,51.1,Sedan,Toyota,2018,Premium,688.87,3782.12,4727.65,2022-05,2022-05-23,5.490324734710468,1,5,1
POL1001760,British Columbia,C2O,90879,Male,18.0,Hatchback,Volkswagen,2017,Basic,911.95,0.0,2860.49,2023-02,2023-02-24,0.0,0,6,0
POL1001761,Ontario,P5O,42346,Female,32.2,SUV,Audi,2010,Premium,931.99,0.0,4066.24,2023-06,2023-06-17,0.0,0,13,0
POL1001762,Quebec,N6Y,15482,Female,52.9,Convertible,Ford,2019,Basic,906.18,0.0,6792.77,2023-01,2023-01-29,0.0,0,4,0
POL1001763,New Brunswick,T6X,51012,Other,44.7,Convertible,BMW,2018,Deluxe,1287.06,0.0,5703.67,2022-05,2022-05-14,0.0,0,5,0
POL1001764,Alberta,M9X,84964,Male,43.9,Hatchback,Toyota,2012,Premium,734.39,2028.63,2535.79,2023-05,2023-05-02,2.762333365105734,1,11,1
POL1001765,Ontario,T8Q,94068,Male,34.4,SUV,Ford,2013,Basic,1060.41,0.0,4150.73,2022-02,2022-02-13,0.0,0,10,0
POL1001766,Quebec,W0Q,24328,Female,21.4,Hatchback,Mazda,2014,Premium,1065.2,0.0,3323.45,2022-12,2022-12-27,0.0,0,9,0
POL1001767,Alberta,O7B,42207,Male,43.9,Sedan,Honda,2020,Basic,874.19,0.0,13127.34,2022-04,2022-04-29,0.0,0,3,0
POL1001768,Alberta,Q8M,15144,Female,38.5,Truck,Honda,2011,Deluxe,1310.43,0.0,4333.55,2023-01,2023-01-10,0.0,0,12,0
POL1001769,Quebec,R6Q,92660,Female,37.8,Coupe,Chevrolet,2013,Premium,960.7,0.0,3074.22,2023-02,2023-02-18,0.0,0,10,0
POL1001770,Ontario,B3J,67613,Female,27.2,SUV,Ford,2015,Basic,936.65,0.0,3326.13,2022-01,2022-01-29,0.0,0,8,0
POL1001771,British Columbia,M4Y,47475,Female,34.7,Sedan,Toyota,2011,Basic,812.18,0.0,3345.25,2022-12,2022-12-03,0.0,0,12,0
POL1001772,Alberta,O2N,48590,Female,49.9,Hatchback,Chevrolet,2020,Basic,701.16,0.0,9709.9,2023-03,2023-03-23,0.0,0,3,0
POL1001773,Alberta,T0W,77760,Male,45.8,Sedan,Hyundai,2018,Basic,627.94,0.0,4891.45,2022-07,2022-07-19,0.0,0,5,0
POL1001774,British Columbia,E7U,69204,Female,63.7,Convertible,Volkswagen,2013,Premium,1326.58,0.0,3468.12,2023-04,2023-04-25,0.0,0,10,0
POL1001775,British Columbia,C8D,33562,Male,23.3,Sedan,Volkswagen,2017,Deluxe,1984.7,0.0,3276.44,2023-05,2023-05-21,0.0,0,6,0
POL1001776,Ontario,Y9W,81618,Male,45.2,SUV,Hyundai,2013,Basic,790.25,2668.96,3336.2,2023-03,2023-03-24,3.377361594432142,1,10,1
POL1001777,Ontario,E6N,52396,Male,41.4,Hatchback,Hyundai,2018,Premium,1154.75,0.0,5285.28,2022-05,2022-05-11,0.0,0,5,0
POL1001778,Ontario,O0F,69464,Female,29.0,Hatchback,Audi,2019,Basic,858.46,0.0,9452.49,2022-05,2022-05-21,0.0,0,4,0
POL1001779,Ontario,S3O,21820,Male,54.6,Coupe,Mazda,2022,Deluxe,1917.19,448.84,20233.28,2023-03,2023-03-28,0.23411346814869677,1,1,1
POL1001780,New Brunswick,I5W,95010,Male,55.6,Sedan,Mazda,2022,Basic,653.71,4108.87,13998.68,2022-06,2022-06-01,6.285462972877881,1,1,1
POL1001781,Quebec,W2W,26193,Female,33.6,Sedan,Nissan,2012,Premium,768.88,0.0,2628.05,2022-06,2022-06-28,0.0,0,11,0
POL1001782,Quebec,C1W,68903,Male,34.0,Hatchback,Honda,2016,Premium,908.43,0.0,2820.19,2023-05,2023-05-20,0.0,0,7,0
POL1001783,Quebec,U5C,78657,Male,37.1,Sedan,Mercedes,2018,Premium,911.01,0.0,4742.57,2022-02,2022-02-04,0.0,0,5,0
POL1001784,Quebec,W6X,77065,Female,48.1,Coupe,Toyota,2018,Basic,981.29,0.0,4427.13,2023-05,2023-05-01,0.0,0,5,0
POL1001785,Quebec,T2M,82134,Male,46.6,SUV,Mercedes,2020,Premium,1043.22,0.0,13703.0,2022-09,2022-09-20,0.0,0,3,0
POL1001786,Ontario,M0Y,32398,Male,42.5,Hatchback,Mercedes,2022,Basic,879.44,2877.99,16960.8,2023-05,2023-05-18,3.272525698171563,1,1,1
POL1001787,Quebec,K9V,29672,Female,40.0,Hatchback,Kia,2010,Premium,827.17,1779.91,3484.9,2022-08,2022-08-26,2.1518067628178006,1,13,1
POL1001788,Quebec,F2F,16725,Male,38.6,Van,Hyundai,2013,Premium,1023.9,0.0,2592.42,2022-07,2022-07-19,0.0,0,10,0
POL1001789,Quebec,N4J,68491,Male,28.0,SUV,Honda,2013,Basic,779.74,0.0,3074.22,2022-02,2022-02-28,0.0,0,10,0
POL1001790,Ontario,J2D,27245,Female,45.3,Sedan,BMW,2022,Basic,896.64,0.0,16231.7,2022-12,2022-12-26,0.0,0,1,0
POL1001791,British Columbia,G0T,43175,Male,49.3,Hatchback,Hyundai,2015,Premium,997.96,2186.25,2732.81,2023-03,2023-03-24,2.190719066896469,1,8,1
POL1001792,British Columbia,A7P,75358,Female,36.4,Truck,Honda,2016,Basic,708.69,2867.51,3584.39,2022-06,2022-06-25,4.04621202500388,1,7,1
POL1001793,Ontario,R0T,74679,Female,29.1,Sedan,Mazda,2014,Basic,861.04,0.0,2863.87,2022-05,2022-05-03,0.0,0,9,0
POL1001794,British Columbia,H3S,96438,Female,36.0,Sedan,Kia,2014,Basic,740.62,0.0,3172.76,2022-01,2022-01-18,0.0,0,9,0
POL1001795,Quebec,P7N,67917,Female,58.7,Sedan,Kia,2014,Deluxe,876.74,0.0,2632.78,2022-05,2022-05-05,0.0,0,9,0
POL1001796,British Columbia,C9T,10861,Male,78.9,Van,Kia,2013,Basic,951.79,0.0,2880.79,2023-03,2023-03-02,0.0,0,10,0
POL1001797,Ontario,H8I,91233,Male,59.9,Van,BMW,2012,Basic,933.14,676.55,3006.08,2022-11,2022-11-30,0.7250251837880703,1,11,1
POL1001798,New Brunswick,U8G,16411,Female,29.4,Sedan,Toyota,2016,Premium,648.97,295.88,2670.15,2022-03,2022-03-13,0.4559224617470761,1,7,1
POL1001799,Ontario,F2B,95626,Male,51.2,Sedan,Honda,2021,Basic,715.78,0.0,12133.71,2023-02,2023-02-03,0.0,0,2,0
POL1001800,Quebec,L0E,14250,Female,18.0,Hatchback,Ford,2012,Basic,1031.97,0.0,3508.62,2022-04,2022-04-12,0.0,0,11,0
POL1001801,Alberta,V9T,49117,Female,36.4,Coupe,Kia,2012,Deluxe,1249.46,0.0,2769.3,2023-02,2023-02-24,0.0,0,11,0
POL1001802,Quebec,K1B,24272,Male,44.0,Coupe,Mazda,2018,Basic,900.41,0.0,4574.0,2023-01,2023-01-31,0.0,0,5,0
POL1001803,Newfoundland,N2F,98092,Male,41.5,Coupe,Kia,2017,Premium,932.33,0.0,2780.87,2022-10,2022-10-25,0.0,0,6,0
POL1001804,Ontario,J9V,87983,Female,42.7,Sedan,Honda,2022,Deluxe,1412.12,0.0,17651.89,2023-04,2023-04-12,0.0,0,1,0
POL1001805,British Columbia,S8F,69682,Male,24.5,SUV,BMW,2013,Basic,1338.03,2730.9,3413.62,2022-04,2022-04-12,2.04098562812493,1,10,1
POL1001806,Ontario,X9L,14697,Female,48.1,Sedan,Audi,2010,Basic,902.71,0.0,3059.21,2023-03,2023-03-13,0.0,0,13,0
POL1001807,British Columbia,C4K,58309,Female,41.0,Sedan,Toyota,2016,Deluxe,1036.99,0.0,2755.83,2022-07,2022-07-22,0.0,0,7,0
POL1001808,Quebec,M1Y,66010,Male,43.6,Sedan,Kia,2016,Basic,633.22,0.0,3385.55,2022-11,2022-11-01,0.0,0,7,0
POL1001809,British Columbia,R1J,71710,Female,31.8,Truck,Audi,2021,Premium,1147.47,0.0,17215.42,2023-04,2023-04-06,0.0,0,2,0
POL1001810,Ontario,E1W,45968,Female,44.3,Truck,Honda,2013,Deluxe,1664.07,0.0,4218.55,2022-04,2022-04-12,0.0,0,10,0
POL1001811,Quebec,K8N,78766,Male,61.4,SUV,Volkswagen,2022,Premium,992.74,9551.81,20177.04,2022-10,2022-10-18,9.621663275379253,1,1,1
POL1001812,New Brunswick,G3T,17626,Female,58.1,SUV,Ford,2015,Premium,837.22,0.0,3374.28,2023-03,2023-03-01,0.0,0,8,0
POL1001813,Manitoba,D9X,92441,Male,35.1,SUV,Kia,2018,Deluxe,1247.21,0.0,7404.93,2022-02,2022-02-03,0.0,0,5,0
POL1001814,British Columbia,Q1P,89269,Male,18.0,SUV,Volkswagen,2021,Basic,1310.3,0.0,19085.3,2022-06,2022-06-24,0.0,0,2,0
POL1001815,Alberta,Z4N,89802,Male,65.1,Hatchback,Mazda,2012,Basic,892.77,0.0,2431.11,2022-11,2022-11-30,0.0,0,11,0
POL1001816,Ontario,K4Q,85385,Male,54.9,SUV,Mercedes,2019,Basic,1062.21,0.0,8151.8,2022-08,2022-08-10,0.0,0,4,0
POL1001817,Quebec,T5E,90516,Female,45.6,Hatchback,Nissan,2016,Deluxe,1138.99,0.0,2438.69,2023-03,2023-03-20,0.0,0,7,0
POL1001818,Ontario,S7Q,92818,Female,31.8,Sedan,Nissan,2017,Basic,750.67,0.0,2899.84,2023-01,2023-01-30,0.0,0,6,0
POL1001819,Ontario,P7Z,33580,Female,32.9,Sedan,Nissan,2021,Basic,743.89,0.0,15716.66,2023-04,2023-04-23,0.0,0,2,0
POL1001820,Alberta,T3W,48074,Other,50.9,Coupe,Audi,2020,Basic,872.81,0.0,11354.49,2023-04,2023-04-07,0.0,0,3,0
POL1001821,British Columbia,G0D,13143,Female,50.5,Convertible,Audi,2016,Premium,1257.33,0.0,2775.59,2022-06,2022-06-20,0.0,0,7,0
POL1001822,Alberta,O1X,37175,Female,60.0,SUV,BMW,2019,Premium,804.67,0.0,8222.43,2022-09,2022-09-19,0.0,0,4,0
POL1001823,Quebec,Z9N,64269,Female,34.6,Sedan,Honda,2016,Deluxe,837.73,1012.28,3055.19,2022-07,2022-07-19,1.2083606890048106,1,7,1
POL1001824,Ontario,B5L,83454,Female,51.1,SUV,Mercedes,2014,Basic,721.04,0.0,3647.81,2022-12,2022-12-31,0.0,0,9,0
POL1001825,Quebec,Z3A,93967,Male,25.9,Van,BMW,2017,Basic,800.21,0.0,3212.92,2022-12,2022-12-13,0.0,0,6,0
POL1001826,Ontario,G4I,18891,Male,46.7,Van,BMW,2022,Basic,765.04,0.0,19394.5,2022-05,2022-05-12,0.0,0,1,0
POL1001827,Ontario,J4Q,82088,Male,32.0,Van,Hyundai,2021,Premium,1073.15,0.0,11418.71,2022-02,2022-02-05,0.0,0,2,0
POL1001828,Ontario,K0D,99893,Female,20.6,Sedan,BMW,2010,Basic,1289.73,0.0,3073.74,2022-07,2022-07-15,0.0,0,13,0
POL1001829,Ontario,K5M,84569,Female,37.2,Van,Volkswagen,2014,Basic,783.92,0.0,3433.79,2023-01,2023-01-27,0.0,0,9,0
POL1001830,Quebec,T0F,35430,Other,43.4,Coupe,Hyundai,2011,Basic,854.4,0.0,2677.29,2022-02,2022-02-18,0.0,0,12,0
POL1001831,Ontario,K5V,72797,Male,28.5,Truck,Kia,2019,Deluxe,1490.88,295.7,8689.34,2022-07,2022-07-15,0.1983392358875295,1,4,1
POL1001832,Ontario,P0U,27793,Female,20.1,Hatchback,Mazda,2021,Premium,1573.97,0.0,11899.17,2022-02,2022-02-23,0.0,0,2,0
POL1001833,Quebec,P2U,70374,Male,32.8,SUV,Hyundai,2022,Deluxe,1307.97,0.0,18172.77,2022-07,2022-07-18,0.0,0,1,0
POL1001834,Ontario,R5O,64257,Male,38.9,Van,Nissan,2015,Premium,1109.2,0.0,2626.23,2022-04,2022-04-26,0.0,0,8,0
POL1001835,Ontario,X0Q,49235,Female,41.2,Sedan,Hyundai,2015,Premium,936.97,0.0,2870.93,2023-05,2023-05-07,0.0,0,8,0
POL1001836,Ontario,S5R,80239,Female,44.3,Hatchback,Nissan,2019,Premium,954.76,0.0,8009.76,2023-05,2023-05-12,0.0,0,4,0
POL1001837,Ontario,A3S,99848,Female,40.7,Sedan,BMW,2016,Deluxe,1183.89,0.0,2438.75,2022-08,2022-08-17,0.0,0,7,0
POL1001838,Alberta,K5C,29569,Female,47.7,Sedan,Hyundai,2012,Premium,1007.33,0.0,2566.49,2023-04,2023-04-30,0.0,0,11,0
POL1001839,Ontario,I0K,59183,Female,50.1,SUV,Kia,2011,Deluxe,1545.61,0.0,3472.18,2022-04,2022-04-11,0.0,0,12,0
POL1001840,Quebec,U8F,84839,Male,61.8,Hatchback,Mercedes,2019,Deluxe,1074.78,0.0,7530.93,2023-03,2023-03-26,0.0,0,4,0
POL1001841,Ontario,T6F,88012,Female,28.7,Convertible,Honda,2016,Basic,1131.47,0.0,3137.34,2022-09,2022-09-17,0.0,0,7,0
POL1001842,Quebec,D4W,51222,Female,48.7,SUV,Chevrolet,2017,Premium,886.46,0.0,4141.9,2022-10,2022-10-10,0.0,0,6,0
POL1001843,Ontario,W0I,64246,Female,43.6,Sedan,Ford,2020,Basic,663.63,1773.58,10679.66,2022-11,2022-11-14,2.67254343534801,1,3,1
